Name,Level,Jobs,Stats,Horizon Changes
Scorpion Mask,57,WAR / MNK / RDM / THF / PLD / DRK / BST / BRD / SAM / NIN / DRG / BLU / COR,DEF: 20 HP +3  -2  +5  +5,none
Scorpion Mask +1,57,WAR / MNK / RDM / THF / PLD / DRK / BST / BRD / SAM / NIN / DRG / BLU / COR,DEF: 21 HP +4  -2  +7  +7,none
Beak Helm,58,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 21 VIT +1 +4,none
Beak Helm +1,58,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 22 VIT 1 +6,none
Abtal Turban,59,WAR / PLD / DRK / BST / SAM,DEF: 20 HP +10 STR +4 AGI +4,none
Bascinet,59,WAR / PLD / DRK / BST / SAM / NIN,DEF: 23,none
Bascinet +1,59,WAR / PLD / DRK / BST / SAM / NIN,DEF: 24,none
Sipahi Turban,59,WAR / PLD / DRK / BST / SAM,DEF: 19 HP +8 STR +3 AGI +3,none
Chaos Burgeonet,60,DRK,"DEF: 23 HP +12 STR +4 Dark Magic Skill +5 Enhances ""Souleater"" effect",none
Coral Hairpin,60,All Jobs,HP -7 MP +21 +14,none
Corsair's Tricorne,60,COR,"DEF: 22 HP +8 STR +2 Ranged Accuracy +8 Enhances ""Quick Draw"" effect",none
Drachen Armet,60,DRG,DEF: 16 HP +12 DEX +2  +10 Wyvern uses breaths more effectively,DEX +2 instead of MND +5
Evoker's Horn,60,SMN,DEF: 15 MP +20 INT +3 Summoning Magic Skill +5 Avatar: Enmity -3,none
Gilt Armet,60,WAR / PLD / DRK,DEF: 25 VIT +3 +6,none
Gold Armet,60,WAR / PLD / DRK,DEF: 22 VIT +2 +4,none
Green Ribbon,60,All Jobs,64,none
Green Ribbon +1,60,All Jobs,80,none
Magus Keffiyeh,60,BLU,DEF: 23 MP +20 INT +3 MND +3 Enhances monster correlation effects,none
Merman's Hairpin,60,All Jobs,HP -7 MP +24 +15,none
Myochin Kabuto,60,SAM,"DEF: 20 HP +10 STR +2 MND +5 Enhances ""Warding Circle"" effect Enhances ""Meditate"" effect",STR +2
Patroclus's Helm,60,WAR / THF / PLD / DRK / BST / BRD / DRG,DEF: 21 STR +2 Evasion -5 Haste +2% Enmity -5,none
Puppetry Taj,60,PUP,DEF: 15 HP +10 DEX +3 MND +3 Automaton: HP recovered while healing +3 MP recovered while healing +3,none
Reraise Hairpin,60,All Jobs,"HP -7 MP +21 +14 Enchantment: ""Reraise II""",none
Warlock's Chapeau,60,RDM,"DEF: 23 MP +20 INT +3 Elemental Magic Skill +10 Enhances ""Fast Cast"" effect",none
Wizard's Petasos,60,BLM,DEF: 20 MP +25 INT +4 +10 Enmity -4,none
Carapace Helm,61,WAR / MNK / RDM / THF / DRK / BST / BRD / RNG / SAM / DRG,DEF: 23 +7 Latent effect: Attack +10 DEF: +23,none
Carapace Helm +1,61,WAR / MNK / RDM / THF / DRK / BST / BRD / RNG / SAM / DRG,DEF: 24 +8 Latent effect: Attack +11 DEF: +24,none
Goblin Coif,61,All Jobs,DEF: 5 +5 +5 +5 +5 +5 +5 -25 +5,none
Orc Helm,61,All Jobs,DEF: 5  +5  +5  +5  +5  +5  -25  +5  +5,none
Quadav Barbut,61,All Jobs,DEF: 5  +5  +5  +5  +5  -25  +5  +5  +5,none
Yagudo Headgear,61,All Jobs,DEF: 5 +5 -25 +5 +5  +5 +5 +5 +5,none
Mushroom Helm,62,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,"DEF: 18 INT +2 MND +2 +7 +7 On Watersdays and Darksdays: Adds ""Regen"" effect",none
Shadow Mask,62,WAR / RDM / PLD / DRK / BST / RNG SAM / DRG / BLU,DEF: 20 MP +10 STR +2 VIT -2 -10,none
Arhat's Jinpachi,63,MNK / SAM / NIN,DEF: 19 Physical damage taken -4% Enmity +1,none
Arhat's Jinpachi +1,63,MNK / SAM / NIN,DEF: 20 Physical damage taken -6% Enmity +2,none
Coral Visor,63,WAR / RDM / PLD / DRK / BST / RNG / SAM / DRG / BLU,DEF: 21 -4 +4 Magic damage taken -1%,none
Coral Visor +1,63,WAR / RDM / PLD / DRK / BST / RNG SAM / DRG / BLU,DEF: 22 -3 +5 Magic damage taken -2%,none
Frenzy Sallet,64,MNK/ THF / DRK / BST / SAM / DRG,DEF: 18 Latent effect: Accuracy +12 Haste 4%,none
Cacaroon's Hood,65,All Jobs,DEF: 21 Vs. beasts: Increases feral drain success rate,none
Darksteel Armet,65,PLD / DRK,DEF: 25 MP +8 INT +3 MND -1  +2  +2,none
Darksteel Armet +1,65,PLD / DRK,DEF: 26 MP +9 INT +4 MND -1 +3 +3,none
Darksteel Cap,65,WAR / MNK / RDM / THF / PLD / DRK / BST / BRD / SAM / NIN / DRG / BLU / COR,DEF: 21 +1 +1 Physical damage taken -1%,none
Darksteel Cap +1,65,WAR / MNK / RDM / THF / PLD / DRK / BST / BRD / SAM / NIN / DRG / BLU / COR,DEF: 22 +2 +2 Physical damage taken -2%,none
Dartorgor's Coif,65,All Jobs,DEF: 23 Vs. vermin: Increases feral drain success rate,none
Feral Helm,65,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 22 -3 +5 Attack +4,none
Green Beret,65,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP,DEF: 19 Accuracy +1 Evasion +1,none
Green Beret +1,65,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP,DEF: 20 Accuracy +2 Evasion +2,none
Lamia Garland,65,All Jobs,"DEF: 21 Latent Effect: CHR +7 Enhances ""Resist Charm"" effect",none
Mamool Ja Helm,65,All Jobs,DEF: 21 Latent effect: STR +4 +15 +15,none
No.3's Garland,65,All Jobs,DEF: 21 Vs. undead: Increases feral drain success rate,none
Opo-opo Crown,65,All Jobs,STR +1 DEX +1 VIT +1 AGI +1 INT +1 MND +1 CHR -7,none
Presidential Hairpin,65,MNK / WHM / RDM / THF / BST / BRD / NIN / DRG,"DEF: 18 In areas outside own nation's control: Adds ""Regen"" effect",none
Qiqirn Hood,65,All Jobs,DEF: 21 Latent effect: Ranged Accuracy +2 Ranged Attack +2 Evasion +2,none
Tabin Beret,65,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP,DEF: 19 HP +10 Accuracy +1 Evasion +1,none
Tabin Beret +1,65,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP,DEF: 20 HP +12 Accuracy +2 Evasion +2,none
Tiger Helm,65,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 21 -4 +4 Attack +3,none
Troll Coif,65,All Jobs,DEF: 23 Latent effect: HP +32 VIT +5  -50,none
Wivre Mask,65,WAR / MNK / RDM / THF / PLD / DRK / BST / BRD / SAM / NIN / DRG / BLU / COR,DEF: 20 STR +2 VIT +2 Evasion +10,none
Wivre Mask +1,65,WAR / MNK / RDM / THF / PLD / DRK / BST / BRD / SAM / NIN / DRG / BLU / COR,DEF: 21 STR +3 VIT +3 Evasion +11,none
Zoraal Ja's Helm,65,All Jobs,DEF: 21 Vs. lizards: Increases feral drain success rate,none
Aristocrat's Crown,66,WHM,DEF: 24 MP +16 MND +3 CHR +2,none
Coral Cap,66,WAR / THF / BST,DEF: 21 DEX +1 CHR +2 Magic damage taken -1% Converts 15 HP to MP,none
Merman's Cap,66,WAR / THF / BST,DEF: 22 DEX +1 CHR +3 Magic damage taken -2% Converts 20 MP to HP,none
Noble's Crown,66,WHM,DEF: 23 MP +15 MND +2 CHR +1,none
Scorpion Helm,66,WAR / MNK / RDM / THF / DRK / BST / BRD / RNG / SAM / DRG,"DEF: 12 +7 Enhances ""Resist Paralyze"" effect Paralysis: Adds ""Refresh"" effect",none
Scorpion Helm +1,66,WAR / MNK / RDM / THF / DRK / BST / BRD / RNG / SAM / DRG,"DEF: 23 +8 Enhances ""Resist Paralyze"" effect Paralysis: Adds ""Refresh"" effect",none
Prism Headband,67,All Jobs,DEF: 11 Evasion +8,none
Rainbow Headband,67,All Jobs,DEF: 10 Evasion +7,none
Celata,68,WAR / DRK / BST,DEF: 22 Accuracy +3 Attack +4 Evasion -2,none
Celata +1,68,WAR / DRK / BST,DEF: 23 Accuracy +3 Attack +5 Evasion -2,none
Curate's Hat,68,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP,DEF: 18 HP +25 MP +25 MP recovered while healing +1,none
Dragon Mask,68,DRG,DEF: 23 HP +10 +10 +10 Breath damage taken -4%,none
Dragon Mask +1,68,DRG,DEF: 24 HP +12 +12 +12 Breath damage taken -5%,none
Wivre Hairpin,68,All Jobs,DEF: 15 HP -20 MP +38 +10,none
Wivre Hairpin +1,68,All Jobs,DEF: 16 HP -22 MP +40  +12,none
Coeurl Mask,69,THF / BST / RNG,DEF: 22 HP -1% Ranged Accuracy +3 Evasion +2,none
Megrim Crown,69,All Jobs,DEF: 18 Enchantment: ???,none
Torama Mask,69,RDM / THF / BST / RNG,DEF: 23 HP -1% Ranged Accuracy +4 Evasion +3,none
Barone Zucchetto,70,WAR / DRG,DEF: 24 Attack +5 Parrying Skill +10 Enmity +1,none
Black Ribbon,70,All Jobs,96,none
Bowman's Mask,70,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,"DEF: 25 DEX +4 Ranged Accuracy +10 Enhances ""Resist Stun"" effect Set: Increases Ranged Attack",none
Breeder Mask,70,BST / DRG / SMN / PUP,"DEF: 22 Accuracy +4 Enmity -3 Haste +1% Physical damage: ""Blaze Spikes"" effect Set: Increases pet defense and enmity",none
Cactuar Ribbon,70,All Jobs,"AGI +4 +9 Enhances ""Resist Sleep"" effect Enhances ""Resist Paralyze"" effect",none
Carline Ribbon,70,WHM / BLM / RDM / BRD / SMN / BLU,"MP +30 Magic Accuracy +4 Enhances ""Resist Stun"" effect Set: Increases CHR",none
Conte Zucchetto,70,WAR / DRG,DEF: 25 Attack +6 Parrying Skill +12 Enmity +2,none
Faerie Hairpin,70,All Jobs,HP -20 MP +55,none
Fenrir's Crown,70,SMN,DEF: 10 MP +12 Fenrir: Enhances accuracy,none
Feral Mask,70,WAR / MNK / THF / BST / NIN,DEF: 28 HP +21 VIT +6 Evasion -6 Guarding skill +6,none
Hachiman Jinpachi,70,SAM,"DEF: 26 STR +3 Weapon Skill Accuracy +4 Latent effect: ""Double Attack"" +2%",none
Hachiman Jinpachi +1,70,SAM,DEF: 27 STR +4 Weapon Skill Accuracy +5 Latent effect: Double Attack +3%,none
Hydra Beret,70,WHM / BLM / RDM / BRD / SMN,DEF: 24 Accuracy +3 Evasion +3 Enmity -8 MP recovered while healing +2,none
Hydra Cap,70,All Jobs,DEF: 28 Fellow: HP +10 MP +10 INT +2,none
Hydra Salade,70,WAR / PLD / DRK,DEF: 25 HP -20 MP +20 Accuracy +5 Enmity +7,none
Hydra Tiara,70,WAR / MNK / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 24 Enchantment: Potency,none
King's Armet,70,PLD,DEF: 27 HP +15 VIT +3 +3 +3 Enmity +3,none
Lord's Armet,70,PLD,DEF: 26 VIT +2 +2 +2 Converts 15 MP to HP Enmity +2,none
Maat's Cap,70,All Jobs,"STR +7 DEX +7 VIT +7 AGI +7 INT +7 MND +7 CHR +7 Enchantment: ""Teleport""",
Mercenary's Turban,70,DRK / BST / RNG / SAM / DRG,"DEF: 28 Enmity -4 Besieged:: Enhances ""Sharpshot"" effect",none
Ogre Mask,70,RDM / BST,DEF: +23 MP +15 INT -5 CHR +3 Attack +10,none
Ogre Mask +1,70,RDM / BST,DEF: +24 MP +17 INT -6 CHR +5 Attack +12,none
Optical Hat,70,All Jobs,Accuracy +10 Ranged Accuracy +10 Evasion +10,none
Tiger Mask,70,WAR / MNK / THF / BST / NIN,DEF: 27 HP +20 VIT +5 Evasion -5 Guarding skill +5,none
Volunteer's Khud,70,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP,"DEF: 24 MP recovered while healing +2 Besieged:: ""Cure"" potency +5%",none
War Beret,70,THF / RNG / COR,DEF: 20 HP +10 INT -3 Accuracy +7 Ranged Accuracy +7,none
War Beret +1,70,THF / RNG / COR,DEF: 21 HP +12 INT -4 Accuracy +9 Ranged Accuracy +9,none
Assassin's Bonnet,71,THF,"DEF: 24 HP +16 DEX +5 Enmity +2 Enhances ""Mug"" effect",none
Bison Warbonnet,71,BST,"DEF: 25 MP +8 Enmity -1 Reduces ""Reward"" recast time Vs. beasts: ""Charm""+5",none
Black Sallet,71,DRK,"DEF: 22 Accuracy +5 Attack +9 Damage Taken +9% Enhances Effect of ""Absorb"" Spells",none
Brave's Warbonnet,71,BST,"DEF: 26 MP +9 Enmity -2 Reduces ""Reward"" Recast Time Vs. beasts: ""Charm"" +6",none
Hissho Hachimaki,71,MNK / SAM / NIN,DEF: 22 Accuracy +8 Attack +8,none
Khimaira Bonnet,71,BST,"DEF: 26 HP +8 MP +8 Enmity -3 Reduces ""Reward"" recast time Vs. Beasts: ""Charm"" +5",none
Monster Helm,71,BST,"DEF: 26 HP +19 CHR +4 Parrying Skill +3 ""Charm"" +5",none
Onyx Sallet,71,DRK,"DEF: +23 Accuracy +6 Attack +11 Damage taken +10% Enhances Effect of ""Absorb"" Spells",none
Pineal Hat,71,MNK / WHM / BLM / PLD / BRD / DRG / SMN,DEF: 18 Accuracy +2 Attack +2 Evasion +2,none
Reviler's Helm,71,WAR / RDM / PLD / DRK / BST / RNG / SAM / DRG / BLU,"DEF: 21 Enchantment: ""Provoke""",none
Stout Bonnet,71,BST,"DEF: 27 HP +9 MP +9 Enmity -5Reduces ""Reward"" recast time Vs. Beasts: Charm +6",none
Yasha Jinpachi,71,NIN,DEF: 22 INT +7 Spell interruption rate down 5% Enmity +2,none
Yasha Jinpachi +1,71,NIN,DEF: 23 INT +8 Spell interruption rate down 6% Enmity +3,none
Amir Puggaree,72,WAR / PLD / DRK / SAM / DRG,DEF: 23 Attack +5 Evasion +2 HP recovered while healing +2 Set: Reduces magic and breath damage,none
Aurum Armet,72,WAR / PLD / DRK / BST / DRG,DEF: 23 STR +3 Accuracy +4 Attack +4 Evasion -7 Haste +2%,none
Bard's Roundlet,72,BRD,DEF: 19 HP +13 CHR +5 Singing skill +5 Enmity -3,none
Cleric's Cap,72,WHM,"DEF: 24 MP +25 VIT +4 Enmity -4 Enhances ""Resist Silence"" effect",none
Dusk Mask,72,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 31 HP +30 VIT +5 Accuracy +5 Evasion +5 Decreases movement speed,none
Dusk Mask +1,72,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 32 HP +32 VIT +6 Accuracy +6 Evasion +6 Decreases movement speed,none
Enkidu's Cap,72,MNK / THF / RNG / SAM / NIN / BLU / COR / PUP,"DEF: 23 DEX +3 AGI +3 Accuracy +8 Ranged Accuracy +8 ""Subtle Blow"" +2",none
Errant Hat,72,WHM / BLM / RDM / BRD / SMN / BLU PUP,DEF: 28 STR -2 DEX -2 VIT -2 AGI -2 INT +3 MND +3 CHR +3 Enmity -5,none
Gavial Mask,72,SAM / DRG,DEF: 29 DEX +1 AGI +2 Magic damage taken -2%,none
Gavial Mask +1,72,SAM / DRG,DEF: 30 DEX +2 AGI +3 Magic damage taken -3%,none
Hydra Mask,72,SAM / DRG,DEF: 30 DEX +1 AGI +2 Accuracy +5 Evasion +5 Magic damage taken -2%,none
Hydra Mask +1,72,SAM / DRG,DEF: 31 DEX +2 AGI +3 Accuracy +6 Evasion +6 Magic damage taken -3%,none
Mahatma Hat,72,WHM / BLM / RDM / BRD / SMN / BLU / PUP,DEF: 29 STR -3 DEX -3 VIT -3 AGI -3 INT +4 MND +4 CHR +4 Enmity -6,none
Oracle's Cap,72,WHM / BLM / BRD / SMN,DEF: 19 HP +15 MP +25 Elemental Magic skill +5 MP recovered while healing +2,none
Pahluwan Qalansuwa,72,MNK / RDM / THF / BST / RNG / NIN / DRG / COR / PUP,"DEF: 15 HP +25 Accuracy +7 Attack +5 Ranged Accuracy +7 Set: Enhances ""Subtle Blow"" effect",none
Panther Mask,72,WAR / MNK / THF / BST / NIN,"DEF: 28 CHR +5 Enhances ""Lizard Killer"" effect Enhances ""Resist Paralyze"" effect Haste +2%",none
Panther Mask +1,72,WAR / MNK / THF / BST / NIN,"DEF: 29 CHR +6 Enhances ""Lizard Killer"" effect Enhances ""Resist Paralyze"" effect Haste +3%",none
Rasetsu Jinpachi,72,MNK / SAM / NIN,"DEF: 31 Attack +2 Physical damage: ""Blaze Spikes"" effect Latent effect: ""Counter"" +1",none
Rasetsu Jinpachi +1,72,MNK / SAM / NIN,"DEF: 32Attack +3 Counter +1 Physical damage: ""Blaze Spikes"" effect",none
Reikyo Hairpin,72,All Jobs,DEF: 19 HP -20 MP +20 Enchantment: Slightly Bad Breath,none
Sha'ir Turban,72,BRD,DEF: 17 MP +9 CHR +3 Haste +1%,none
Sheikh Turban,72,BRD,DEF: 18 MP +10 CHR +4 Haste +2%,none
Wise Cap,72,RDM,DEF: 24 MP +13 Accuracy +2 Ranged Accuracy +3 Magic Accuracy +5,none
Wise Cap +1,72,RDM,DEF: 25 MP +15 Accuracy +3 Ranged Accuracy +4 Magic Accuracy +6,none
Yigit Turban,72,WHM / BLM / RDM / BRD / SMN / BLU,"DEF: 21 MND +4 ""Magic Atk. Bonus"" +2 Enmity -5 MP recovered while healing +1 Set: Adds ""Refresh"" effect",none
Adaman Barbuta,73,WAR / PLD,DEF: 28 HP +12 MP +12 VIT +3 Evasion -3 Enmity +2,none
Adaman Celata,73,WAR / DRK / BST,DEF: 30 HP -20 Accuracy +8  Attack +8 Evasion -8,Accuracy Increased from +5 to +8.
Armada Celata,73,WAR / DRK / BST,DEF: 31 HP -21 Accuracy +9 Attack +9 Evasion -9,Added +3 Accuracy
Blood Mask,73,RDM / PLD / DRK / RNG / DRG / BLU / COR,"DEF: 35 HP +22 MP +22 Enfeebling Magic skill +11 Adds ""Regen"" effect",none
Brigand's Mask,73,WAR / MNK / THF / BST / NIN,DEF: 22 Accuracy +2 Attack +2 Haste +1%,none
Crimson Mask,73,RDM / PLD / DRK / RNG / DRG / BLU / COR,"DEF: 34 HP +20 MP +20 Enfeebling Magic skill +10 Adds ""Regen"" effect",none
Demon Helm,73,BLM / DRK / BRD,DEF: 25 INT +5 MND -5 Parrying skill +5 Singing skill +5,none
Demon Helm +1,73,BLM / DRK / BRD,DEF: 26 INT +6 MND -6 Parrying skill +6 Singing skill +6,none
Dragon Cap,73,THF,DEF: 24 AGI +4 Subtle Blow +3 Breath Damage Taken -5% Enmity +1,none
Dragon Cap +1,73,THF,DEF: 25 AGI +5 Subtle Blow +4 Breath Damage Taken -6% Enmity +2,none
Gem Barbuta,73,WAR / PLD,DEF: 29 HP +14 MP +14 VIT +4 Evasion -4 Enmity +3,none
Genie Tiara,73,BLM,"DEF: 21 Evasion +11 Enfeebling Magic Skill +11 Physical damage: ""Curse"" effect on opponent",none
Hecatomb Cap,73,WAR / THF / PLD / DRK / BST / BRD / DRG,"DEF: 33 HP +12 STR +11 DEX +5 ""Slow"" +9%",none
Hecatomb Cap +1,73,WAR / THF / PLD / DRK / BST / BRD / DRG,"DEF: 35 HP +14 STR +12 DEX +6 ""Slow"" +11%",none
Igqira Tiara,73,BLM,"DEF: 20 Evasion +10 Enfeebling magic skill +10 Physical damage: ""Curse"" effect on opponent",none
Kaiser Schaller,73,WAR / PLD,DEF: 41 HP +32 STR -6 DEX -6 VIT +11 AGI +11 Shield Skill +6,AGI +11 instead of CHR +11
Karura Hachigane,73,SMN,DEF: 20 Garuda: Perpetuation cost -2 Attack Bonus Defense Bonus,none
Koenig Schaller,73,WAR / PLD,DEF: 40 HP +30 STR -5 DEX -5 VIT +10 AGI +10 Shield Skill +5,AGI +10 instead of CHR +10
Koga Hatsuburi,73,NIN,DEF: 22 HP +20 Enhances ninjutsu damage Nighttime: Parrying skill +10,none
Roshi Jinpachi,73,All Jobs,Enhances effects of rice balls,none
Roshi Jinpachi +1,73,All Jobs,HP +20 Enhances Effects of Rice Balls,none
Scout's Beret,73,RNG,"DEF: 24 HP +15 MND +4 Enmity -3 ""Recycle""",none
Shura Zunari Kabuto,73,MNK / SAM / NIN,DEF: 20 HP -25 STR +5 Accuracy +5,none
Shura Zunari Kabuto +1,73,MNK / SAM / NIN,DEF: 21 HP -30 STR +6 Accuracy +6,none
Valor Coronet,73,PLD,"DEF: 28 HP +18 Healing Magic skill +10 Enmity +3 Enhances ""Rampart"" effect",none
Warrior's Mask,73,WAR,"DEF: 28 DEX +5 Parrying Skill +5 Enmity +1 Enhances ""Warcry"" effect",none
Zenith Crown,73,WHM / BLM / RDM / BRD / SMN / GEO,"DEF: 30 INT +3 MND +3 Enhances ""Resist Silence"" effect Converts 50 HP to MP",
Zenith Crown +1,73,WHM / BLM / RDM / BRD / SMN,"DEF: 31 INT +4 MND +4 Enhances ""Resist Silence"" effect Converts 55 HP to MP",none
Zoolater Hat,73,BST,"DEF: 19 Enchantment: Pet gains effect of ""Meditate""",none
Ace's Helm,74,DRK / SAM / DRG,DEF: 28 STR +4 Accuracy +7 Evasion -7 Haste +4%,none
Beast Helm +1,74,BST,"DEF: 26 HP +15 INT +8 MND +8 ""Charm"" +4 Increases ""Tame"" Success Rate Pet: Magic Accuracy +8",Pet: Magic Accuracy +8
Chaos Burgeonet +1,74,DRK,"DEF: 27 HP +12 MP +12 STR +7 Dark Magic skill +5 Enhances ""Souleater"" effect",none
Choral Roundlet +1,74,BRD,DEF: 19 HP +11 MND +6 CHR +6 Parrying skill +5 Enmity -2,none
Corsair's Tricorne +1,74,COR,"DEF: 23 HP +13 STR +4 AGI +4 Ranged Accuracy +9 Enhances ""Quick Draw"" effect",none
Drachen Armet +1,74,DRG,"DEF: 25 HP +12 VIT 8 MND 8 DEX +2 Enhances ""Spirit Link"" effect Wyvern uses breaths more effectively",DEX +2 added
Elite Beret,74,WHM / BLM / RDM / SMN / BLU,DEF: 28 Divine Magic skill +4 Enfeebling Magic skill +4 Elemental Magic skill +4 Summoning Magic skill +4,none
Elite Beret +1,74,WHM / BLM / RDM / SMN / BLU,DEF: 29 Divine Magic skill +5 Enfeebling Magic skill +5 Elemental Magic skill +5 Summoning Magic skill +5,none
Evoker's Horn +1,74,SMN,DEF: 15 MP +25 INT +6 MND +6 Summoning Magic Skill +5 Avatar: Enmity -3,none
Fighter's Mask +1,74,WAR,DEF: 28 HP +15 DEX +5 VIT +5 Enmity +1 HP recovered while healing +1,none
Gallant Coronet +1,74,PLD,"DEF: 28 HP +12 MND +6 Enhances ""Cover"" effect Enmity +3",
Healer's Cap +1,74,WHM,DEF: 21 MP +28 MND +7 Enmity -1 MP recovered while healing +1,none
Hunter's Beret +1,74,RNG,"DEF: 24 HP +13 AGI +4 INT +4 Ranged Attack +5 Increases ""Rapid Shot"" activation rate",none
Magus Keffiyeh +1,74,BLU,DEF: 24 MP +25 INT +5 MND +5 Enhances monster correlation effects,none
Myochin Kabuto +1,74,SAM,"DEF: 25 HP +13 STR +5 MND +5 Enhances ""Warding Circle"" effect Enhances ""Meditate"" effect",none
Ninja Hatsuburi +1,74,NIN,DEF: 22 HP +10 AGI +8 CHR +8 Evasion +8 Ninjutsu Skill +5,none
Puppetry Taj +1,74,PUP,DEF: 16 HP +15 DEX +5 VIT +5 MND +5 Automaton: hp recovering while healing +3 MP recovered while healing +3,none
Rogue's Bonnet +1,74,THF,"DEF: 24 HP +13 INT +5 DEX +3 Ranged Accuracy +8 Evasion +10 ""Steal"" +1","added INT +5
added ""Steal"" +1"
Temple Crown +1,74,MNK,"DEF: 23 HP +16 MND +8 Attack +5 Enhances ""Focus"" effect HP recovered while healing +1",none
Unicorn Cap,74,WAR,DEF: 35 HP +36 Accuracy +6 Latent effect: STR +4,none
Unicorn Cap +1,74,WAR,DEF: 37 HP 40 Accuracy +7 Latent effect: STR +5,none
Warlock's Chapeau +1,74,RDM,"DEF: 24 MP +25 INT +5 Elemental Magic skill +10 Enhances ""Fast Cast"" effect",none
Wizard's Petasos +1,74,BLM,DEF: 20 MP +30 INT +5 Enmity -4 MP recovered while healing +1,none
Abyss Burgeonet,75,DRK,"DEF: 27 HP +30 VIT +7 Attack +10 Enhances ""Resist Paralyze"" effect",none
Abyss Burgeonet +1,75,DRK,"DEF: 28 HP +30 VIT +8 Attack +12 Enhances ""Resist Paralyze"" effect",none
Ares' Mask,75,WAR / PLD / DRK / DRG,"DEF: 28 HP +2% MP +2% Accuracy +12 Attack +12 Evasion -12 Set: Enhances ""Double Attack"" effect",none
Askar Zucchetto,75,WAR / PLD / DRK / BST / SAM / DRG,DEF: 23 STR +4 DEX +4 VIT +4 Haste +4% Set: Max HP Boost,none
Assassin's Bonnet +1,75,THF,"DEF: 25 HP +16 DEX +6 Enmity +3 Enhances ""Mug"" effect",none
Bahamut's Mask,75,PLD / DRK / SAM / DRG,"DEF: 32 Enhances ""Dragon Killer"" effect Enmity +8",none
Bard's Roundlet +1,75,BRD,DEF: 20 HP +13 CHR +6 Singing Skill +5 Enmity -4,
Cleric's Cap +1,75,WHM,"DEF: 25 MP +25 VIT +5 Enmity -5 Enhances ""Resist Silence"" effect",none
Commodore Tricorne,75,COR,"DEF: 24 HP +10 Ranged Attack +8 Augments ""Phantom Roll""",none
Commodore Tricorne +1,75,COR,"DEF: 25 HP +12 Ranged Attack +10 Augments ""Phantom Roll""",none
Denali Bonnet,75,MNK / THF / RNG / NIN / BLU / COR,DEF: 21 AGI +4 MND +4 Attack +3 Evasion +3 Haste +4% Set: Increases Accuracy,none
Dream Ribbon,75,All Jobs,"Increases resistance to all status aliments +10% Adds ""Regen"" effect",This is a Custom HorizonXI item
Duelist's Chapeau,75,RDM,"DEF: 24 MP +14 +10 Enfeebling Magic skill +15 Adds ""Refresh"" effect",none
Duelist's Chapeau +1,75,RDM,"DEF: 25 HP +14 MP +14 MND +3 Enfeebling Magic skill +15 Adds ""Refresh"" effect",none
Flawless Ribbon,75,All Jobs,"DEF: 18 +30 +30 Enhances ""Killer"" effects Increases resistance to all status ailments",none
Gadzradd's Helm,75,All Jobs,DEF: 10 +10 +10 +10 +10 +10 -50 +10 +10 Enchantment: Calls Gadzradd,none
Genbu's Kabuto,75,WAR / MNK / BST / BRD / RNG / SAM / NIN,DEF: 35 HP +50 VIT +15  +50,none
Glory Crown,75,All Jobs,None,none
Goliard Chapeau,75,WHM / BLM / RDM / BRD / SMN / PUP,"DEF: 20 HP +20 MP +20 MND +5 CHR +5 Enmity -4 MP recovered while healing +2 Set: ""Magic Defense Bonus""",none
Homam Zucchetto,75,THF / PLD / DRK / DRG / BLU,DEF: 26 HP +22 MP +22 Accuracy +4 Magic Accuracy +4 Haste +3%,none
Horus's Helm,75,DRK/SAM/DRG,DEF: 24 STR +3Haste +3% Attack +6 Evasion -6,This is a custom Horizon XI item.
Io's helm,75,WAR/THF/PLD/DRK/BST/BRD/DRG/RUN,DEF: 32 STR +8 DEX +4,This is a custom Horizon XI item.
Kawahori Kabuto,75,MNK / SAM / NIN,DEF: 27 Blind: Critical hit rate +5% Weapon Skill Accuracy +5 Enchantment: Blindness,none
Koga Hatsuburi +1,75,NIN,DEF: 23 HP +27 Enhances ninjutsu damage Dusk to dawn: Parrying skill +12,none
