Name,Level,Damage,Delay,DPS,Description,Jobs
Perseus's Harpe,73,37,210,10.57,"Enhances ""Resist Petrify"" effect",WAR / THF
Trilling Dagger,73,28,186,9.03,"Increases light elemental
magic damage dealt
Silence: Attack+10","WAR / THF / PLD / DRK / BRD / RNG /
SAM / NIN / DRG / COR / PUP"
Azoth,74,35,210,10,"AGI+4
Accuracy+4 Evasion+4",THF
Thanatos Baselard,74,28,191,8.8,"Attack-1
Enfeebling magic skill +4","WAR / BLM / RDM / THF / PLD / BRD /
NIN"
Athame,75,18,190,5.68,,THF / BRD
Batardeau,75,39,200,11.7,"In Dynamis: ""Mercy Stroke""",RDM / THF / BRD
Carnwenhan,75,29,186,9.35,,BRD
Carnwenhan,75,29,186,9.35,"Magic Accuracy+10
Increases song effect duration
""Mordant Rime""
Aftermath: Increases Magic Acc./Acc.
Occasionally attacks twice",BRD
Dakini,75,25,195,7.69,,THF / BRD
Dancing Dagger,75,27,183,8.85,,BRD
Dweomer Knife,75,25,195,7.69,Main hand: DMG:28,BRD
Dynamis Dagger,75,23,200,6.9,In Dynamis: +9,RDM / THF / BRD
Edgeless Knife,75,1,195,0.31,,"RDM / THF / BST / BRD / RNG / NIN /
COR / PUP"
Fane Baselard,75,22,186,7.1,Main hand: DMG:27,THF
Kartika,75,33,201,9.85,,THF / BRD
Machismo,75,34,196,10.41,,"RDM / THF / BST / BRD / RNG / NIN /
COR / PUP"
Malefic Dagger,75,1,200,0.3,In Dynamis: +7,RDM / THF / BRD
Mandau,75,39,176,13.3,"Attack+20
""Mercy Stroke""
Additional effect: Poison",RDM / THF / BRD
Peeler,75,24,201,7.16,,THF / BRD
Relic Dagger,75,1,999,0.06,,RDM / THF / BRD
Renegade,75,27,201,8.06,,THF / BRD
Swordbreaker,75,27,200,8.1,,THF
Vajra,75,31,200,9.3,,THF
Vajra,75,31,200,9.3,"Enhances ""Sneak Attack"" effect
Enhances ""Trick Attack"" effect
""Mandalic Stab""
Aftermath: Increases Acc./Atk.
Occasionally attacks twice",THF
