Name,Level,Jobs,Stats,Horizon Changes
Shinimusha Hara-Ate,50,SAM,"DEF: 37 ""Store TP"" +9",none
Wyvern Mail,50,DRG,DEF: 36 Wyvern: HP +65 HP recovered while healing +1,none
Crow Jupon,50,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP,DEF: 28 Evasion +8 Enmity -8,
Austere Robe,50,SMN,DEF: 29 CHR -2 Avatar perpetuation cost -1 Blood Pact ability delay -3,none
High Mana Cloak,50,MNK / WHM / BLM / RDM / PLD / BRD / RNG / SMN / BLU / PUP,Cannot Equip Headgear DEF: 39 MND +2 +4 Enchantment: Recover MP,none
Penance Robe,50,SMN,DEF: 30 CHR -3 Avatar perpetuation cost -2 Blood Pact ability delay -4,none
Raven Jupon,50,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP,DEF: 29 Evasion +9 Enmity -9,none
Tactician Magician's Coat,50,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 31 INT +1 MND +1 CHR +1 +3 +3,none
Gaia Doublet,52,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP,DEF: 35 VIT +4 +10,none
Gaia Doublet +1,52,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP,DEF: 36 VIT +5 +12,none
Iron Musketeer's Cuirass +1,52,WAR / PLD / DRK,DEF: 41 VIT +1 In areas under own nation's control: Evasion +6,none
Iron Musketeer's Cuirass +2,52,WAR / PLD / DRK,DEF: 42 VIT +1 In areas under own nation's control: Evasion +7,none
Royal Knight's Cloak +1,52,MNK / WHM / BLM / RDM / PLD / BRD / RNG / SMN / BLU / PUP,Cannot Equip Headgear DEF: 41 +13 +13 In areas under own nation's control: AGI +3,none
Royal Knight's Cloak +2,52,MNK / WHM / BLM / RDM / PLD / BRD RNG / SMN / BLU / PUP,Cannot Equip Headgear DEF: 42 +14 +14 In areas under own nation's control: AGI +4,none
Tactician Magician's Coat +1,52,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 32 INT +1 MND +1 CHR +1 +3 +3 In areas under own nation's control: MP +18,none
Tactician Magician's Coat +2,52,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 33 INT +1 MND +1 CHR +1 +3 +3 In areas under own nation's control: MP +20,none
Magi Coat,53,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 34 HP +22 MP +22,none
Silk Coat,53,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 33,none
Silk Coat +1,53,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 34,none
Silken Coat,53,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 33 HP +21 MP +21,none
Akinji Peti,55,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 43 HP -25 Accuracy +6 Attack +6 Ranged Accuracy +6,none
Jaridah Peti,55,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 42 HP -25 Accuracy +5 Attack +5 Ranged Accuracy +5,none
Master's Gi,55,MNK / SAM / NIN,DEF: 36 AGI +1 Accuracy +4,none
Master's Gi +1,55,MNK / SAM / NIN,DEF: 37 AGI +2 Accuracy +4,none
Royal Knight's Aketon,55,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP,DEF: 36 +12 Evasion +5,none
Royal Knight's Chainmail,55,WAR / PLD / DRK / BST / SAM / NIN,DEF: 43 STR +2 DEX +2 Attack +3,none
Shaman's Cloak,56,MNK / WHM / BLM / RDM / PLD / BRD / RNG / SMN / BLU / PUP,Cannot Equip Headgear DEF: 43 MP +25 INT +4 Enfeebling Magic skill +5 Elemental Magic skill +5,none
Scorpion Harness,57,WAR / MNK / RDM / THF / PLD / DRK / BST / BRD / SAM / NIN / DRG / BLU / COR / DNC,DEF: 40 HP +15 -20 +15 +15 Accuracy +10 Evasion +10,none
Scorpion Harness +1,57,WAR / MNK / RDM / THF / PLD / DRK / BST / BRD / SAM / NIN / DRG / BLU / COR,DEF: 41 HP +20 -20 +20 +20 Accuracy +12 Evasion +12,none
Beast Jackcoat,58,BST,"DEF: 44 HP +20 VIT +3 Accuracy +3 Augments ""Reward"" ""Charm"" +5",Accuracy +3
Chaos Cuirass,58,DRK,DEF: 46 HP +20 STR +3 Attack +5 Enfeebling Magic Skill +5,STR +3 instead of VIT +3
Temple Cyclas,58,MNK,"DEF: 41 HP +20 VIT +3 Accuracy +5 Enhances ""Chakra"" effect",none
Warlock's Tabard,58,RDM,DEF: 44 MP +14 CHR +5 Spell interruption rate down 10% Enfeebling Magic Skill +15,none
Drachen Mail,58,DRG,"DEF: 38 HP +15 STR +3 Attack +3  +10 Adds ""Regen"" effect to wyvern","STR +3 instead of VIT +4
Attack +3"
Rogue's Vest,58,THF,"DEF: 44 HP +20 STR +3 Accuracy +3  +10 Increases ""Hide"" duration",Accuracy +3
Wizard's Coat,58,BLM,DEF: 38 MP +16 VIT +5 Enfeebling Magic skill +10 Enmity -3,none
Healer's Bliaut,58,WHM,DEF: 40 MP +25 +10 Enfeebling Magic skill +10 Enmity -4,MP +25 instead of MP +15.
Ninja Chainmail,58,NIN,"DEF: 41 HP +15 DEX +3 Enhances ""Dual Wield"" effect Physical damage: ""Blaze Spikes"" effect",DEX +3 instead of VIT +3
Evoker's Doublet,58,SMN,"DEF: 35 MP +15 MND +3 ""Blood Pact"" ability delay -1 Resistance to Current Avatar's Element +20 Avatar: Enmity -2","""Blood Pact"" ability delay -1
Description reads Resistance to Current Avatar's Element +20 instead of Avatar Elemental Resistance +20 but has the same effect"
Hunter's Jerkin,58,RNG,"DEF: 41 HP +20 VIT +3 Ranged Accuracy +10 Enhances ""Camouflage"" effect",none
Myochin Domaru,58,SAM,DEF: 41 HP +10 VIT +3 Accuracy +3  +15 Occasionally boosts TP when damaged,Accuracy +3
Choral Justaucorps,58,BRD,DEF: 38 HP +13 VIT +3 String Instrument skill +3 Enmity -1,none
Beak Jerkin,58,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 42 VIT +1 +5,none
Beak Jerkin +1,58,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 43 VIT +2 +7,none
Corsair's Frac,58,COR,DEF: 42 HP +15 DEX +2 AGI +2 Ranged Accuracy +8,none
Healing Justaucorps,58,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 36 HP +10 STR -1 DEX -1 VIT -1 AGI -1 INT +2 MND +2 CHR +2 Enchantment: Recover HP,none
Justaucorps,58,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 36 HP +10 STR -1 DEX -1 VIT -1 AGI -1 INT +2 MND +2 CHR +2,none
Justaucorps +1,58,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 37 HP +15 STR -1 DEX -1 VIT -1 AGI -1 INT +3 MND +3 CHR +3,none
Magus Jubbah,58,BLU,DEF: 44 HP +12 MP +12 STR +3 DEX +3 Blue Magic Skill +15,none
Puppetry Tobe,58,PUP,DEF: 36 HP +12 Accuracy +5 Automaton: Max HP Boost Max MP Boost,none
Vermillion Cloak,59,MNK / WHM / BLM / RDM / PLD / BRD /RNG / SMN / BLU / PUP,None,none
Haubergeon,59,WAR / PLD / DRK / BST / SAM / NIN,DEF: 45 STR +5 DEX +5 AGI -5 Accuracy +10 Attack +10 Evasion -20,none
Haubergeon +1,59,WAR / PLD / DRK / BST / SAM / NIN,DEF: 46 STR +6 DEX +6 AGI -5 Accuracy +12 Attack +12 Evasion -20,none
Black Cotehardie,59,MNK / WHM / BLM / RDM / THF / BST / BRD / RNG / NIN / SMN / COR / BLU / PUP,"DEF: 39 STR +3 DEX +2 VIT -2 AGI +3 INT +2 MND -3 CHR -3 -30 +3 +3 +3 +3 +3 +3 +3 Converts 25 HP to MP Latent effect: Adds ""Refresh"" effect",MP Refresh while below 26 MP
Abtal Jawshan,59,WAR / PLD / DRK / BST / SAM,DEF: 44 HP +18 STR +6 AGI +6 Increases rate of critical hits,none
Flora Cotehardie,59,MNK / WHM / BLM / RDM / THF / BST / BRD / RNG / NIN / SMN / BLU / PUP,"DEF: 40 STR +4 DEX +3 VIT -2 AGI +4 INT +3 MND -3 CHR -3 -25 +5 +5 +5 +5 +5 +5 +5 Converts 30 HP to MP Latent effect: Adds ""Refresh"" effect",none
Royal Cloak,59,MNK / WHM / BLM / RDM / PLD / BRD / RNG / SMN / BLU / PUP,None,none
Sipahi Jawshan,59,WAR / PLD / DRK / BST / SAM,DEF: 43 HP +16 STR +5 AGI +5 Increases rate of critical hits,none
Byrnie +1,60,WAR / PLD / DRK / BST / SAM / NIN,DEF: 47 HP +30 STR +5 DEX -3 VIT +5 AGI -3 INT -3 MND -3 CHR -3 Attack +25,none
Gallant Surcoat,60,PLD,DEF: 47 HP +20 VIT +4 Accuracy +3 Divine magic skill +5 Enmity +2,Accuracy +3
Fighter's Lorica,60,WAR,DEF: 47 HP +20 VIT +5 Accuracy +3  +10 Enmity +8,Accuracy +3
Aketon,60,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP,DEF: 39 HP +10 AGI +5 +1 +1 +1 +1 +1 +1 Evasion +5,none
Aketon +1,60,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP,DEF: 40 HP +15 AGI +6 +3 +3 +3 +3 +3 +3 Evasion +7,none
Byrnie,60,WAR / PLD / DRK / BST / SAM / NIN,DEF: 46 HP +25 STR +3 DEX -3 VIT +3 AGI -3 INT -3 MND -3 CHR -3 Attack +20,none
Gilt Cuirass,60,WAR / PLD / DRK,DEF: 49 STR +1 VIT +3  +7,none
Gold Cuirass,60,WAR / PLD / DRK,DEF: 44 VIT +2  +5,none
Carapace Breastplate,61,WAR / MNK / RDM / THF / DRK / BST / BRD / RNG / SAM / DRG,DEF: 44 +9 Latent effect: Attack +12 DEF: +44,none
Carapace Breastplate +1,61,WAR / MNK / RDM / THF / DRK / BST / BRD / RNG / SAM / DRG,DEF: 45 +10 Latent effect: Attack +13 DEF: +45,none
Minstrel's Coat,62,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP,DEF: 40 HP +15 Evasion +3 Wind Instrument skill +3 String Instrument skill +3,none
Arhat's Gi,64,MNK / SAM / NIN,DEF: 38 Physical damage taken -6% Enmity +3,none
Arhat's Gi +1,64,MNK / SAM / NIN,DEF: 39 Physical damage taken -9% Enmity +4,none
Silk Cloak,64,MNK / WHM / BLM / RDM / PLD / BRD / RNG / SMN / BLU / PUP,None,none
Silk Cloak +1,64,MNK / WHM / BLM / RDM / PLD / BRD / RNG / SMN / BLU / PUP,Cannot Equip Headgear DEF: 45 HP +14 +10 -8,none
Battle Jupon,65,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP,DEF: 36 DEX +1,none
Battle Jupon +1,65,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP,DEF: 37 DEX +2,none
Coral Scale Mail,65,WAR / RDM / PLD / DRK / BST / RNG / SAM / DRG / BLU,DEF: 42 -5 +5 Magic damage taken -3%,none
Coral Scale Mail +1,65,WAR / RDM / PLD / DRK / BST / RNG / SAM / DRG / BLU,DEF: 43 -4 +6 Magic damage taken -4%,none
Darksteel Harness,65,WAR / MNK / RDM / THF / PLD / DRK / BST / BRD / SAM / NIN / DRG / BLU / COR,DEF: 39 +2 +2 Physical damage taken -3%,none
Darksteel Harness +1,65,WAR / MNK / RDM / THF / PLD / DRK / BST / BRD / SAM / NIN / DRG / BLU / COR,DEF: 40 +3 +3 Physical damage taken -4%,none
Feral Jerkin,65,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 42 -4 +6 Attack +6,none
Tabin Jupon,65,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP,DEF: 36 STR +1 DEX +1 Accuracy +5,none
Tabin Jupon +1,65,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP,DEF: 37 STR +2 DEX +2 Accuracy +7,none
Tiger Jerkin,65,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 41 -5 +5 Attack +5,none
Darksteel Cuirass,66,PLD / DRK,DEF: 48 MP +10 VIT +3 AGI -1 +2 +2,none
Darksteel Cuirass +1,66,PLD / DRK,DEF: 49 MP +11 VIT +4 AGI -1 +3 +3,none
Scorpion Breastplate,66,WAR / MNK / RDM / THF / DRK / BST / BRD / RNG / SAM / DRG,"DEF: 45 +9 Enhances ""Resist Poison"" effect Poison: Adds ""Regen"" effect",none
Scorpion Breastplate +1,66,WAR / MNK / RDM / THF / DRK / BST / BRD / RNG / SAM / DRG,"DEF: 46 +10 Enhances ""Resist Poison"" effect Poison: Adds ""Regen"" effect",none
Assault Jerkin,67,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 42 HP -1% Accuracy +3 Attack +18,none
Arakan Samue,67,MNK,"DEF: 50 AGI +4 Attack +5 Evasion +10 ""Subtle Blow"" +3",none
Coral Harness,67,WAR / THF / BST,DEF: 41 VIT +2 AGI +1 Magic damage taken -3% Converts 15 MP to HP,none
Merman's Harness,67,WAR / THF / BST,DEF: 42 VIT +3 AGI +1 Magic damage taken -4% Converts 20 MP to HP,none
Northern Jerkin,67,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 42 -4 +6 +6 Attack +6,none
Tundra Jerkin,67,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 43 -3 +7 +7 Attack +7,none
Aristocrat's Coat,68,WHM,"DEF: 41 MP +18 Adds ""Refresh"" effect ""Cure"" potency +12%",none
Black Cloak,68,BLM,"Cannot Equip Headgear DEF: 60 INT +4 Adds ""Refresh"" effect Elemental Magic Skill +8",none
Demon's Cloak,68,BLM,None,none
Noble's Tunic,68,WHM,"DEF: 40 MP +17 Adds ""Refresh"" effect ""Cure"" potency +10%",none
Blue Cotehardie,69,RDM / THF / RNG / NIN / COR,DEF: 43 STR +4 DEX +3 VIT -3 AGI +4 INT +3 MND -4 CHR -4 -30 +5 +5 +5 -30 +5 +5 +5 Converts 40 HP to MP,"When under 41MP, gain 1 tic of refresh."
Hauberk,69,WAR / DRK / BST,DEF: 47 STR +5 DEX +5 Accuracy +10 Attack +10 Evasion -10,none
Hauberk +1,69,WAR / DRK / BST,DEF: 48 STR +6 DEX +6 Accuracy +12 Attack +12 Evasion -10,none
Blue Cotehardie +1,69,RDM / THF / RNG / NIN / COR,DEF: 44 STR +5 DEX +4 VIT -3 AGI +5 INT +4 MND -4 CHR -4 -25 +7 +7 +7 -25 +7 +7 +7 Converts 50 HP to MP,"When under 51MP, gain 1 tic of refresh."
Blessed Bliaut,70,WHM,DEF: 41 MP +7% MND +5 Enhances elemental resistance spells Enmity -5,none
Blessed Bliaut +1,70,WHM,DEF: 42 MP +8% MND +6 Enhances elemental resistance spells Enmity -6,none
Heavy Cuirass,70,WAR / PLD / DRK,DEF: 60AGI -5-20,
Hydra Haubert,70,WAR / PLD / DRK,"DEF: 45 HP -20 MP +20 Accuracy +10 Enmity +9 Enchantment: Adds ""Refresh"" effect",none
Hydra Jupon,70,All Jobs,DEF: 42 Fellow: HP +20 MP +20 VIT +2,none
Hydra Doublet,70,WHM / BLM / RDM / BRD / SMN,"DEF: 43 MP +40 Accuracy +10 Evasion +10 Enmity -9 Enchantment: Adds ""Refresh"" effect",none
Hydra Harness,70,WAR / MNK / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG,DEF: 44 Enchantment: Attack +25 Ranged Attack +25,none
Barone Corazza,70,WAR / DRG,"DEF: 45 Attack +13 Adds ""Regen"" effect Enmity +2 ""Jump"" TP Bonus",none
Bloody Aketon,70,MNK / RDM / THF / BST / RNG / DRG,DEF: 40 HP +20 AGI +6 +1 +1 +1 +1 +1 +1 Converts 50 MP to HP,none
Carnage Aketon,70,MNK / RDM / THF / BST / RNG / DRG,DEF: 41 HP +25 AGI +7 +3 +3 +3 +3 +3 +3 Converts 60 MP to HP,none
Coeurl Jerkin,70,THF / BST / RNG,DEF: 42 HP -1% Accuracy +3 Evasion +2,none
Conte Corazza,70,WAR / DRG,"DEF: 46 Attack +14 Adds ""Regen"" effect Enmity +3 ""Jump"" TP Bonus",none
Demon's Harness,70,DRK,DEF: 41 Attack +6 Evasion +6 Dark Magic skill +5 Converts 15 HP to MP,none
Demon's Harness +1,70,DRK,DEF: 43 Attack +7 Evasion +7 Dark Magic skill +5 Converts 20 HP to MP,none
Dragon Mail,70,DRG,DEF: 47 HP +12 +10 +10 +10 +10 +10 +10 +10 +10 Breath damage taken -9%,none
Dragon Mail +1,70,DRG,DEF: 48 HP +14 +12 +12 +12 +12 +12 +12 +12 +12 Breath damage taken -10%,none
Hachiman Domaru,70,SAM,"DEF: 47 STR +8 ""Store TP"" +6 Weapon Skill Accuracy +8",none
Hachiman Domaru +1,70,SAM,"DEF: 48 STR +9 ""Store TP"" +7 Weapon Skill Accuracy +10",none
Healing Mail,70,DRG,DEF: 47 HP +12 +10 +10 +10 +10 +10 +10 +10 +10 Breath damage taken -9% Enchantment: Recover Wyvern HP,none
King's Cuirass,70,PLD,DEF: 50 VIT +6 CHR +1  +3  +3 Converts 30 MP to HP,none
Kyudogi,70,RNG / SAM,"DEF: 42 Ranged Accuracy +7 Ranged Attack +7 Evasion +7 Enhances ""Resist Blind"" effect Magic damage taken -2%",none
Kyudogi +1,70,RNG / SAM,"DEF: 43 Ranged Accuracy +9 Ranged Attack +9 Evasion +9 Enhances ""Resist Blind"" effect Magic damage taken -3%",none
Lord's Cuirass,70,PLD,DEF: 49 VIT +5 CHR +1  +2  +2 Converts 25 MP to HP,none
Ogre Jerkin,70,RDM / BST,DEF: 43 HP +40 VIT +6 Accuracy -3 Physical damage: Ice Spikes effect,none
Ogre Jerkin +1,70,RDM / BST,DEF: 44 HP +42 VIT +7 Accuracy -5 Physical damage: Ice Spikes effect,none
Regen Cuirass,70,PLD,"DEF: 49 VIT +5 CHR +1  +2  +2 Converts 25 MP to HP Enchantment: Adds ""Regen"" effect",none
Torama Jerkin,70,RDM / THF / BST / RNG,DEF: 43 HP -1% Accuracy +4 Evasion +3,none
Vampire Cloak,70,DRK,None,none
War Aketon,70,THF / RNG / COR,"DEF: 38 HP +25 DEX +4 Physical damage: ""Blaze Spikes"" effect",none
War Aketon +1,70,THF / RNG / COR,"DEF: 39 HP +27 DEX +5 Physical damage: ""Blaze Spikes"" effect",none
War Shinobi Gi,70,NIN,"DEF: 43 STR -2 AGI +2 Throwing Skill +10 Adds ""Regen"" effect",none
War Shinobi Gi +1,70,NIN,"DEF: 44 STR -1 AGI +3 Throwing Skill +12 Adds ""Regen"" effect",none
Yinyang Robe,71,SMN,"DEF: 43 MP +25 Adds ""Refresh"" effect ""Blood Pact"" ability delay -5 Avatar: Enmity +5",also drops from Waking the Beast
Archer's Jupon,71,RNG,DEF: 40 STR +5 Ranged Accuracy -10 Ranged Attack +10,none
Bison Jacket,71,BST,"DEF: 44 MP +21 CHR +4 Enmity -2 Vs. plantoids: ""Charm"" +5",none
Brave's Jacket,71,BST,"DEF: 45 MP +22 CHR +5 Enmity -3 Vs. Plantoids: ""Charm"" +6",none
Corselet,71,PLD / DRK,"DEF: 44 Accuracy +6 Attack +6 Magic Accuracy +7 ""Magic Atk. Bonus"" +7 Enhances ""Resist Silence"" effect",none
Corselet +1,71,PLD / DRK,"DEF: 45 Accuracy +8 Attack +8 Enhances ""Resist Silence"" effect ""Magic Atk. Bonus"" +9 Magic Accuracy +9",none
Khimaira Jacket,71,BST,"DEF: 45 HP +21 MP +21 DEX +4 VIT +4 CHR +4 Enmity -2 Vs. Plantoids: ""Charm"" +5",none
Plastron,71,DRK,"DEF: 40 STR +8 Attack +16 Damage taken +14% Adds ""Refresh"" effect",none
Plastron +1,71,DRK,"STR +9 Attack +18 Damage taken +15% Adds ""Refresh"" effect",none
Stout Jacket,71,BST,"DEF: 47 HP +22 MP +22 DEX +5 VIT +5 CHR +5 Enmity -3 Vs. Plantoids: ""Charm"" +6",none
Sha'ir Manteel,72,BRD,DEF: 42 MP +14 CHR +7 Haste +2% Song spellcasting time -12%,none
Assassin's Vest,72,THF,DEF: 45 HP +22 AGI +4 Enmity +3 Increases rate of critical hits,none
Monster Jackcoat,72,BST,"DEF: 49 HP +21 INT +6 Augments ""Reward"" II ""Charm"" +6",none
Amir Korazin,72,WAR / PLD / DRK / SAM / DRG,"DEF: 44 Attack +12 Evasion +12 Enhances ""Zanshin"" effect Set: Reduces magic and breath damage",none
Aurum Cuirass,72,WAR / PLD / DRK / BST / DRG,"DEF: 55 STR +8 DEX +8 VIT -8 AGI -8 Attack +15 ""Store TP"" +7",none
Chasuble,72,RDM,DEF: 43 MP +20 Accuracy +5 Magic Accuracy +5 Enmity -2,none
Chasuble +1,72,RDM,DEF: 44 MP +25 Accuracy +6 Magic Accuracy +6 Enmity -3,none
Dusk Jerkin,72,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,"DEF: 50 HP +40 Accuracy +2 Adds ""Regen"" effect Decreases movement speed",none
Dusk Jerkin +1,72,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,"DEF: 15 HP +42 Accuracy +3 Adds ""Regen"" effect Decreases movement speed",none
Enkidu's Harness,72,MNK / THF / RNG / SAM / NIN / BLU / COR / PUP,"DEF: 50 STR +5 AGI +5 Accuracy +10 Attack +10 Evasion +5 ""Subtle Blow"" +5",none
Errant Houppelande,72,WHM / BLM / RDM / BRD / SMN / BLU / PUP,DEF: 42 STR -7 DEX -7 VIT -7 AGI -7 INT +10 MND +10 CHR +10 Enmity -3 MP recovered while healing +5,none
Gavial Mail,72,SAM / DRG,DEF: 48 DEX +3 AGI +3 Physical damage taken -3% Magic damage taken -3%,none
Gavial Mail +1,72,SAM / DRG,DEF: 49 DEX +4 AGI +4 Physical damage taken -4% Magic damage taken -4%,none
Hydra Mail,72,SAM / DRG,DEF: 49 DEX +3 AGI +3 Accuracy +9 Evasion +9 Physical damage taken -3% Magic damage taken -3%,none
Hydra Mail +1,72,SAM / DRG,DEF: 50 DEX +4 AGI +4 Accuracy +10 Evasion +10 Physical damage taken -4% Magic damage taken -4%,none
Mahatma Houppelande,72,WHM / BLM / RDM / BRD / SMN / BLU / PUP,DEF: 43 STR -8 DEX -8 VIT -8 AGI -8 INT +11 MND +11 CHR +11 Enmity -4 MP recovered while healing +6,none
Oracle's Robe,72,WHM / BLM / BRD / SMN,"DEF: 41 HP +20 MP +20 ""Magic Atk. Bonus"" +6 Magic Accuracy +6 MP recovered while healing +6",none
Pahluwan Khazagand,72,MNK / RDM / THF / BST / RNG / NIN / DRG / COR / PUP,"DEF: 42 HP +20 Accuracy +10 Ranged Accuracy +10 Increases rate of critical hits HP recovered while healing +2 Set: Enhances ""Subtle Blow"" effect",none
Rasetsu Samue,72,MNK / SAM / NIN,"DEF: 50 Attack +2 Physical damage: ""Shock Spikes"" effect Latent effect: ""Counter"" +1",none
Rasetsu Samue +1,72,MNK / SAM / NIN,"DEF: 51 Attack +3 ""Counter"" +1 Physical damage: ""Shock Spikes"" effect",none
Sheikh Manteel,72,BRD,DEF: 43 MP +16 CHR +8 Haste +3% Song spellcasting time -13%,none
Armada Hauberk,73,WAR / DRK / BST,DEF: 54 STR +11 DEX +11 Accuracy +16 Attack +16 Evasion -11,none
Hecatomb Harness +1,73,WAR / THF / PLD / DRK / BST / BRD / DRG,"DEF: 51 HP +18 STR +13 Accuracy +11 ""Slow"" +15%",none
Koenig Cuirass,73,WAR / PLD,"DEF: 65 HP +60 STR -10 DEX -10 VIT +20 AGI +20 Enhances ""Defender"" effect","AGI +20 instead of CHR +20

enhances Defender added"
Dalmatica,73,WHM / BLM / RDM / BRD / SMN / GEO,"DEF: 45 ""Magic Def. Bonus"" +5 Adds ""Refresh"" effect Enhances ""Resist Paralyze"" effect Converts 50 HP to MP",
Dalmatica +1,73,WHM / BLM / RDM / BRD / SMN,"DEF: 46 ""Magic Def. Bonus"" +6 Adds ""Refresh"" effect Enhances ""Resist Paralyze"" effect Converts 55 HP to MP",none
Crimson Scale Mail,73,RDM / PLD / DRK / RNG / DRG / BLU / COR,DEF: 52 HP +40 MP +40 INT +11  MND +11  AGI +11  Breath damage taken -10%,"New stat of AGI +11.
INT has been increased from 10 to 11.
MND has been increased from 10 to 11."
Adaman Hauberk,73,WAR / DRK / BST,DEF: 53 STR +10 DEX +10 Accuracy +15 Attack +15 Evasion -10,none
Adaman Cuirass,73,WAR / PLD,DEF: 52 MP +8 VIT +4 MND +4 Enmity +3,none
Bachelor Vest,73,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 45 VIT +4 Accuracy +5 Evasion +5,none
Blood Scale Mail,73,RDM / PLD / DRK / RNG / DRG / BLU / COR,DEF: 53 HP +42 MP +42 INT +12  MND +12  AGI +12  Breath damage taken -11%,"MND increased from 11 to 12.
INT increased from 11 to 12.
New stat of AGI +12."
Cardinal Vest,73,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 44 VIT +3 Accuracy +4 Evasion +4,none
Dragon Harness,73,THF,"DEF: 44 DEX +6 AGI +6 Attack +10 ""Subtle Blow"" +10 Breath damage taken -10%",none
Dragon Harness +1,73,THF,"DEF: 45 DEX +7 AGI +7 Attack +12 ""Subtle Blow"" +12 Breath damage taken -12%",none
Gem Cuirass,73,WAR / PLD,DEF: 53 MP +10 VIT +5 MND +5 Enmity +4,none
Genie Weskit,73,BLM,"DEF: 36 Elemental Magic Skill +6 ""Magic Atk. Bonus"" +7 ""Conserve MP"" +2 Physical damage: ""Curse"" effect on opponent",none
Hecatomb Harness,73,WAR / THF / PLD / DRK / BST / BRD / DRG,"DEF: 50 HP +16 STR +12 Accuracy +10 ""Slow"" +13%",none
Igqira Weskit,73,BLM,"DEF: 35 Elemental Magic Skill +5 ""Magic Atk. Bonus"" +6 ""Conserve MP"" +2 Physical damage: ""Curse"" effect on opponent",none
Kaiser Cuirass,73,WAR / PLD,DEF: 66 HP +62 STR -11 DEX -11 VIT +21 AGI +21,AGI +21 instead of CHR +21
Shura Togi,73,MNK / SAM / NIN,DEF: 40 HP -50 Accuracy +10 Attack +20,none
Shura Togi +1,73,MNK / SAM / NIN,DEF: 41 HP -55 Accuracy +11 Attack +22,none
Melee Cyclas,74,MNK,"DEF: 44 HP +5% VIT +5 Adds ""Regen"" effect HP recovered while healing +6",
Healer's Bliaut +1,74,WHM,DEF: 40 MP +35 Enfeebling Magic skill +12 Enmity -4 MP recovered while healing +5,none
Wyrm Mail,74,DRG,"DEF: 49 HP +24 Parrying skill +15 Enhances ""Resist Blind"" effect Adds support job abilities to wyvern",none
